Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
L,299.3,310.1,1352,54.6,169,0
L,301.0,309.9,1434,44.5,163,0
L,300.5,311.9,1540,48.7,157,0
L,301.6,310.5,1629,32.8,69,0
M,300.6,311.0,1810,21.8,132,0
M,298.0,309.3,1469,41.4,106,0
L,299.3,311.5,1624,34.2,177,0
H,300.8,310.2,1436,45.3,190,0
L,302.6,311.4,1590,35.9,198,0
H,301.9,310.7,1516,35.3,46,0
M,298.0,309.2,1629,33.2,126,0
L,301.1,310.6,1228,59.4,109,0
H,298.2,308.5,1670,31.0,48,0
L,300.7,311.2,1451,53.9,30,0
M,300.7,309.7,1364,54.2,48,0
M,300.5,312.1,1467,43.3,32,0
L,299.8,309.1,1558,40.4,90,0
L,304.0,312.3,1635,37.6,186,0
M,300.3,309.9,1333,44.5,138,0
L,297.9,309.5,1735,28.9,35,0
H,300.4,311.9,1544,33.3,93,0
L,300.9,310.5,1381,63.2,211,1
L,298.9,308.5,1421,49.3,82,0
M,298.4,309.3,1643,35.5,15,0
M,299.0,310.4,1536,43.1,25,0
L,303.3,312.6,1419,44.7,167,0
M,297.2,307.6,1462,42.3,50,0
L,300.3,311.2,1466,36.6,69,0
L,300.8,312.3,1409,46.6,51,0
H,300.8,310.7,1415,41.8,132,0
L,301.1,310.9,1478,35.9,148,0
L,298.3,307.8,1607,33.0,41,0
L,301.0,312.2,1458,59.8,93,1
H,298.7,309.8,1367,41.3,13,0
L,299.0,309.7,1529,34.4,142,0
M,300.0,308.9,1386,46.0,80,0
L,300.3,310.2,1480,41.7,8,0
L,301.8,311.1,1665,32.5,203,0
M,296.3,307.6,1520,42.6,196,0
L,300.5,310.7,1401,52.8,88,0
L,303.9,313.5,1431,43.1,150,0
L,299.1,310.3,1727,28.7,6,0
M,301.4,311.1,1437,43.9,71,0
L,300.3,311.5,1624,33.5,89,0
M,302.2,310.9,1606,32.8,116,0
L,299.8,310.3,1639,34.8,105,0
L,297.9,309.8,1439,47.3,69,0
L,298.3,309.6,1472,42.1,158,0
M,299.0,309.9,1399,54.3,192,0
L,298.1,309.4,1425,47.5,184,0
L,300.0,309.1,1410,44.2,184,0
L,303.8,311.9,1526,35.8,72,0
M,302.1,311.1,1679,31.0,199,0
H,299.4,308.8,1393,41.0,124,0
L,303.9,313.7,1528,40.7,0,0
L,300.9,311.6,1337,58.6,192,1
L,301.9,309.5,1538,40.2,229,0
L,302.5,311.9,1436,41.0,107,0
L,297.7,308.6,1497,45.6,45,0
M,300.7,311.5,1484,44.7,163,0
L,298.8,310.2,1469,46.3,105,0
M,301.1,310.5,1498,42.7,97,0
M,300.5,311.1,1706,31.9,44,0
M,301.6,311.0,1379,41.8,124,0
L,301.2,310.8,1476,35.4,99,0
L,300.7,311.1,1951,21.3,15,0
M,297.2,309.6,1450,46.8,137,0
H,300.3,311.9,1299,52.5,124,0
L,300.7,309.7,1474,37.0,109,0
M,297.6,307.8,1597,28.4,145,0
M,300.4,311.0,1474,37.0,78,0
M,302.7,312.0,1513,49.8,59,0
L,298.9,308.7,1473,39.0,115,0
M,300.5,309.8,1348,55.1,141,0
L,298.2,307.6,1717,29.5,108,0
M,300.8,310.4,2636,12.1,98,1
L,301.3,311.1,1416,48.1,76,0
L,299.9,308.7,1547,32.7,216,0
H,299.2,310.2,1422,38.1,18,0
M,301.1,309.7,1549,40.3,124,0
M,298.1,308.7,1654,26.3,3,0
M,296.0,306.0,1387,53.4,122,0
L,300.5,311.7,1366,51.6,57,0
L,301.5,311.1,1466,43.6,154,0
M,298.0,309.0,1630,29.3,107,0
L,302.1,310.4,1474,46.4,69,0
M,297.9,307.2,1412,48.7,139,0
L,302.5,312.7,1672,27.5,197,0
L,298.9,309.6,1603,34.1,201,0
M,300.9,310.9,1527,35.4,16,0
M,300.4,308.2,1540,39.8,28,0
L,299.1,309.3,1629,30.9,142,0
L,298.1,307.5,1650,28.4,48,0
L,300.4,310.4,1460,45.8,180,0
M,298.1,308.5,1330,53.8,79,0
L,304.0,311.4,1538,38.7,66,0
M,300.9,309.7,1531,42.3,124,0
L,298.6,310.4,1351,44.3,27,0
L,300.5,311.0,1431,43.4,82,0
M,297.4,308.4,1411,39.4,151,0
M,301.1,312.0,1405,45.0,198,0
M,300.7,311.7,1307,51.3,61,0
L,302.2,310.3,1614,29.4,162,0
L,298.3,308.5,1291,50.7,41,0
L,300.2,309.7,1322,45.1,65,0
L,301.5,310.4,1676,27.6,178,0
L,302.2,311.5,1565,32.0,21,0
L,298.8,309.6,1474,47.5,142,0
H,298.0,308.1,1652,30.5,0,0
M,300.2,312.3,1418,51.3,71,0
L,299.0,307.8,1891,24.9,32,0
L,298.2,308.8,1524,40.5,30,0
L,298.1,308.7,1668,28.6,79,0
L,301.1,310.6,1570,35.8,159,0
L,300.9,310.9,1652,34.8,199,0
M,303.4,311.9,1627,35.8,28,0
M,295.6,306.1,1432,51.0,124,0
L,301.3,310.0,1456,42.8,98,0
L,298.0,308.2,1432,51.1,218,1
H,297.2,308.4,1446,51.1,25,0
L,297.3,308.3,1461,46.2,94,0
L,299.0,310.7,1415,37.3,157,0
L,299.1,308.2,1564,33.8,45,0
L,301.8,310.8,1497,37.9,88,0
L,301.2,309.3,1383,46.5,176,0
L,298.7,308.9,1557,35.6,119,0
H,302.3,312.0,1532,37.8,40,0
L,297.5,308.3,1720,34.4,179,0
L,296.8,307.8,1423,51.4,194,0
M,297.8,307.7,1772,26.9,116,0
L,299.9,310.6,1463,47.9,18,0
L,297.4,307.7,1608,37.2,190,0
L,298.7,308.8,1719,29.5,118,0
M,296.8,308.4,1650,33.5,95,0
H,301.5,310.9,1447,42.6,145,0
M,299.8,309.6,1487,41.8,32,0
M,303.2,313.2,1565,51.4,26,0
L,300.4,309.3,1671,28.8,114,0
L,302.5,312.0,1554,37.5,13,0
M,298.7,310.4,1583,40.5,88,0
L,298.5,309.6,1382,45.3,165,0
L,296.8,307.8,1522,47.1,30,0
M,296.9,308.5,1406,58.1,74,0
L,301.6,310.7,1648,36.5,219,0
L,299.5,309.0,1697,30.7,191,0
L,302.2,311.9,1285,49.1,0,0
L,300.8,309.5,1573,37.4,111,0
L,302.3,311.1,1387,52.7,17,0
M,299.0,308.6,1306,55.3,65,0
L,301.3,311.4,1468,40.9,36,0
M,297.7,307.6,1417,46.3,140,0
M,296.6,308.5,1589,31.4,79,0
M,297.6,308.7,1411,38.8,29,0
L,298.9,309.3,1558,30.5,192,0
L,299.7,311.3,1596,36.0,115,0
L,301.2,310.8,1330,52.7,104,0
M,302.1,310.7,1334,64.7,0,1
L,299.9,311.5,1443,56.7,155,0
L,297.1,308.3,1532,34.8,65,0
M,300.5,311.6,1825,23.3,132,0
M,300.9,310.1,1656,31.2,89,0
L,302.0,309.3,1388,50.6,220,1
L,297.9,308.4,1394,54.3,64,0
M,299.0,309.6,1498,44.9,138,0
M,298.4,308.1,2077,18.1,144,0
L,302.1,310.9,1379,55.3,156,0
L,297.4,308.4,1517,40.3,212,0
L,296.5,306.3,1403,42.4,106,0
L,297.5,308.7,1578,40.9,24,0
M,301.0,311.0,1627,34.4,209,0
L,300.4,310.0,1488,50.4,138,0
L,295.9,307.2,1577,31.2,6,0
L,301.2,310.8,1786,31.8,187,0
L,300.1,311.6,1844,29.7,97,0
L,300.2,311.8,1693,29.4,147,0
L,303.4,311.8,1930,21.4,112,0
L,296.7,308.0,1367,43.6,18,0
L,301.6,311.3,1525,41.8,139,0
L,298.4,310.8,1533,37.1,175,0
M,300.9,311.9,1457,39.5,5,0
L,299.4,308.8,1518,37.4,175,0
L,297.9,308.8,1346,49.3,165,0
L,297.1,308.5,1572,44.3,140,0
L,298.3,309.6,1433,47.9,187,0
L,298.5,308.3,1430,54.9,97,0
H,301.0,309.0,1445,42.4,127,0
L,299.7,311.7,1626,33.0,8,0
L,300.0,311.4,1652,32.2,193,0
H,301.3,310.5,1578,40.9,142,0
L,302.5,309.7,1810,22.8,178,0
M,301.7,310.6,1565,35.3,166,0
H,300.5,309.2,1465,46.0,164,0
L,301.7,311.3,1938,24.6,138,0
L,303.5,312.1,1463,46.8,126,0
L,300.4,309.6,1619,31.0,219,0
M,302.0,310.1,1694,30.2,109,0
M,297.9,307.6,1383,56.1,43,0
L,300.5,311.8,1518,43.1,225,0
H,300.5,310.8,1630,32.0,131,0
M,295.4,306.2,1655,28.5,162,0
M,298.2,307.6,1598,34.3,149,0
L,301.9,310.7,1708,27.9,110,0
L,301.1,310.4,1459,46.8,61,0
L,296.6,307.4,1451,41.8,159,0
M,297.8,307.5,1472,41.2,87,0
M,301.3,311.2,1822,23.0,216,0
M,297.6,308.6,1626,36.0,217,0
M,303.0,310.9,1355,53.5,198,1
M,299.9,311.0,1727,25.5,170,0
L,301.6,311.0,1377,42.2,62,0
L,297.6,308.1,1435,42.9,136,0
L,300.9,309.7,1993,20.9,7,0
L,299.8,309.6,1358,45.7,16,0
L,296.2,306.8,1607,37.2,114,0
M,302.4,312.5,1450,41.9,186,0
H,297.5,309.6,1631,31.5,137,0
L,299.3,309.1,1645,27.9,202,0
M,297.4,308.8,1357,56.0,134,0
M,299.1,308.9,1505,38.0,134,0
M,297.3,308.8,1528,31.8,51,0
L,300.2,309.9,1779,27.6,210,0
M,298.4,307.0,1340,61.3,187,0
L,299.5,308.9,1432,47.5,5,0
L,298.1,308.3,1353,59.6,34,0
L,300.6,312.0,1472,39.5,14,0
M,300.4,311.6,1265,62.7,86,0
L,302.1,311.4,1505,34.5,5,0
H,301.0,311.9,1490,35.0,165,0
L,300.2,308.7,1635,37.2,194,0
L,299.6,310.7,1453,47.4,12,0
L,301.4,311.1,1632,32.3,157,0
M,297.2,308.2,1513,37.4,181,0
L,298.8,309.9,1503,44.4,73,0
M,296.0,306.9,1511,41.3,164,0
M,300.3,309.5,1411,43.7,23,0
L,303.2,311.5,1522,39.4,16,0
L,300.7,310.8,1538,45.7,54,0
L,304.1,312.0,1572,39.8,104,0
L,299.3,310.2,1447,55.7,63,0
M,301.2,310.2,1448,43.7,29,0
L,298.4,308.5,1712,33.0,112,0
M,298.9,309.0,1530,37.5,98,0
L,298.7,309.1,1336,54.6,206,1
L,303.7,313.0,1617,29.6,94,0
L,302.8,311.6,1481,36.8,212,0
L,297.7,308.7,1771,29.9,107,0
H,298.1,308.7,1518,36.7,67,0
L,298.6,310.7,1611,40.3,144,0
M,300.6,310.3,1316,64.6,3,0
M,304.1,312.9,1403,52.0,191,0
L,299.9,309.0,1626,34.3,105,0
M,303.4,312.6,1356,45.5,92,0
L,298.0,308.6,1471,56.9,46,0
M,301.4,310.5,1570,39.7,206,0
L,303.4,311.7,1557,38.8,12,0
L,301.3,310.4,1511,42.3,15,0
M,300.4,312.2,1351,48.5,188,0
M,299.4,309.1,1571,29.9,113,0
L,296.8,307.6,1495,39.2,149,0
L,301.4,311.3,1606,37.9,164,0
L,300.5,311.6,1393,45.1,85,0
H,300.0,309.4,1417,43.0,21,0
L,301.6,310.9,1563,40.3,56,0
M,302.2,310.7,1557,35.0,150,0
H,302.7,312.7,1504,36.8,162,0
H,301.9,311.0,1445,45.5,152,0
L,302.1,310.9,1760,24.4,90,0
L,300.0,309.5,1291,46.6,32,0
M,300.7,310.9,1417,53.3,64,0
M,302.0,311.8,1403,41.3,129,0
M,298.2,309.9,1568,37.7,89,0
M,299.6,311.1,1332,61.1,7,0
M,297.5,307.7,1661,34.5,196,0
M,299.5,310.6,1525,38.0,186,0
L,299.6,310.0,1352,51.0,187,0
L,301.0,311.7,1463,37.2,12,0
L,300.8,310.6,1523,38.1,196,0
L,297.5,308.4,1527,37.4,67,0
H,298.3,307.9,1630,34.0,142,0
L,300.6,309.9,1676,34.6,1,0
M,302.8,311.1,1587,34.5,178,0
L,298.2,308.1,1309,42.9,152,0
L,300.3,309.5,1627,35.1,208,1
H,300.6,310.5,1477,44.1,137,0
L,301.7,311.0,1678,29.2,90,0
L,298.7,309.3,2031,18.7,39,0
L,302.6,311.0,1420,50.1,77,0
L,300.1,309.6,1745,29.5,209,0
M,299.7,310.4,1582,34.0,115,0
M,301.1,309.5,1472,38.6,173,0
L,301.5,310.3,1331,61.5,45,0
H,301.8,311.1,1484,37.7,56,0
M,302.0,311.3,1578,32.7,15,0
L,299.3,310.5,1556,38.3,8,0
M,298.0,308.3,1484,51.0,157,0
L,300.3,309.8,1513,41.1,185,0
M,299.0,308.8,1535,41.8,217,0
H,304.0,312.7,1381,54.0,137,0
H,299.0,308.7,1383,47.7,85,0
L,298.4,308.6,1336,59.2,216,1
M,298.7,308.4,1496,42.9,210,0
L,297.6,309.0,1350,55.5,179,0
L,302.4,311.5,1282,51.5,60,0
M,300.4,309.9,1408,56.4,46,0
L,297.8,307.5,1450,47.0,8,0
L,301.3,309.7,1516,44.5,122,0
L,301.8,310.7,1613,38.5,94,0
L,302.3,311.6,1604,34.9,132,0
L,299.9,311.8,1638,36.3,37,0
L,300.9,309.2,1672,29.3,155,0
L,302.6,310.5,1671,34.5,80,0
M,297.1,309.7,1566,35.2,128,0
L,299.9,311.6,1784,28.2,80,0
L,303.5,311.8,1273,55.0,113,1
L,301.3,309.7,1568,32.0,1,0
M,298.3,308.1,1572,42.0,194,0
L,303.4,313.1,1438,45.0,115,0
L,301.3,311.1,1569,36.8,207,0
H,298.7,310.1,1360,55.9,101,0
L,299.6,311.4,1683,38.5,119,0
H,302.2,312.0,1682,24.7,44,0
M,304.6,312.8,1612,35.8,91,0
M,298.7,310.1,1427,42.4,151,0
M,300.0,311.7,1374,63.1,12,1
L,300.9,310.3,1493,36.8,205,0
M,298.2,309.3,1436,48.0,109,0
L,301.1,310.8,1606,34.8,156,0
H,299.1,310.2,1422,51.1,203,0
M,303.5,311.7,1592,37.3,55,0
L,301.3,310.7,1364,54.7,5,0
L,301.4,310.2,1383,48.3,104,0
M,302.1,310.8,1512,33.7,23,0
L,296.7,307.5,1486,37.2,146,0
L,298.5,308.5,1546,36.5,128,0
L,297.8,309.6,1528,37.4,14,0
L,300.9,311.3,1590,31.9,23,0
L,300.4,310.0,1583,31.8,24,0
L,298.3,308.0,1662,33.9,64,0
H,301.5,310.3,1735,26.6,129,0
L,301.5,310.5,1305,56.5,124,0
L,296.2,307.3,1417,51.2,31,0
L,299.2,308.3,1497,41.2,145,0
L,301.3,310.9,1369,51.3,23,0
L,297.5,308.5,1286,60.0,55,0
L,301.5,310.8,1318,49.6,40,0
M,301.5,311.9,1525,40.1,100,0
L,298.8,310.3,1401,43.6,204,0
L,297.7,308.9,1524,38.8,156,0
L,299.0,308.8,1302,50.4,114,0
M,303.7,313.6,1414,43.7,154,0
L,301.2,310.6,1693,31.7,93,0
L,297.9,308.5,1421,41.9,148,0
L,297.7,306.8,1511,36.2,197,0
M,299.9,311.2,1778,25.5,142,0
L,296.9,307.4,1443,42.4,97,0
L,298.8,310.3,1916,23.6,174,0
M,304.4,313.3,1396,50.4,10,0
L,302.0,311.3,1532,44.6,89,0
L,300.6,311.4,2092,19.7,108,0
L,296.4,308.0,1306,52.5,8,0
M,297.8,309.1,1576,32.4,59,0
L,301.6,310.7,2331,18.6,111,0
L,299.9,309.3,1565,39.5,105,0
L,303.8,312.0,1714,27.7,162,0
M,300.8,310.5,1397,44.4,109,0
L,303.1,311.7,1818,29.1,158,0
L,300.3,309.7,1583,31.8,70,0
L,296.6,308.3,1440,50.4,195,0
L,301.8,311.6,1451,41.1,92,0
L,298.2,308.5,1421,53.2,145,0
L,301.9,312.7,1309,49.8,13,0
L,301.1,310.2,1601,31.6,182,0
L,297.2,308.4,1428,43.4,7,0
H,301.7,310.1,1465,41.7,184,0
H,302.8,311.5,1602,35.4,167,0
L,302.4,311.8,1460,44.2,7,0
L,299.5,310.6,1383,47.3,151,0
L,298.0,309.9,1408,45.4,174,0
L,304.2,312.5,1347,45.0,181,1
H,299.2,310.0,1452,50.4,189,0
L,302.1,311.5,1584,32.5,163,0
L,298.9,309.0,1870,26.4,140,0
L,301.1,310.8,1398,36.7,33,0
H,297.0,307.7,1503,36.9,154,0
M,300.5,311.7,1374,48.6,219,0
M,303.7,311.4,1618,31.1,105,0
L,298.8,310.5,1386,45.8,101,0
L,297.1,308.8,1327,47.1,13,0
H,299.9,311.2,1437,44.4,70,0
M,300.4,311.4,1451,32.9,147,0
L,299.0,308.5,1491,39.0,3,0
L,298.2,307.8,1550,28.6,35,0
L,302.3,312.2,1457,40.6,232,0
M,297.6,308.9,1946,23.0,40,0
L,304.2,313.2,1540,40.2,37,0
L,300.5,310.8,1256,65.9,111,0
M,298.1,307.6,1575,36.7,185,0
H,299.7,309.0,1547,44.5,42,0
M,297.8,307.6,1498,43.2,81,0
L,298.8,308.3,1428,47.4,85,0
L,302.1,311.3,1464,38.9,94,0
M,300.3,309.8,1538,39.1,91,0
L,300.3,309.9,1461,42.9,172,0
L,302.5,312.3,1610,42.6,215,1
L,300.9,310.9,1645,33.9,58,0
L,300.8,310.8,1329,52.6,169,0
L,300.7,310.4,1403,49.3,26,0
L,301.6,310.2,1480,50.6,59,0
M,302.8,311.9,1677,31.8,80,0
L,302.4,312.3,1518,37.9,90,0
L,297.9,308.1,1428,46.2,63,0
L,301.0,311.7,1463,53.6,206,1
L,301.8,309.9,1985,22.0,107,0
L,302.5,311.7,1796,27.5,200,0
M,301.9,310.4,1942,22.4,182,0
L,300.4,310.7,1425,41.3,100,0
L,300.0,309.8,1333,45.8,77,0
H,303.6,312.5,1438,53.3,211,1
L,299.5,310.1,1349,60.4,204,1
L,297.2,308.7,1771,31.9,176,0
L,298.9,308.5,1549,41.3,195,0
M,301.8,311.0,1504,38.1,94,0
L,302.3,310.4,1938,24.0,171,0
L,301.5,311.1,1396,35.3,30,0
L,301.8,310.3,1388,54.0,186,0
L,301.5,311.4,1611,34.5,208,0
M,301.5,310.7,1656,31.7,59,0
L,300.0,309.3,1624,33.8,53,0
L,301.9,311.9,1771,25.4,9,0
L,298.2,309.5,1476,43.1,10,0
L,298.0,308.7,1540,38.6,86,0
M,300.3,311.2,1327,56.7,174,0
L,303.7,312.9,1515,40.3,175,0
L,302.3,310.6,1469,46.4,149,0
L,299.9,308.4,2022,20.3,56,0
L,299.4,310.0,1605,32.8,52,0
L,301.0,310.9,1631,31.5,84,0
L,297.8,309.2,1561,38.9,51,0
M,302.2,311.1,1570,37.1,68,0
L,302.9,312.4,1536,34.4,43,0
H,298.9,309.8,1424,51.7,82,0
M,297.9,307.5,1329,55.2,84,0
L,298.8,309.3,1383,44.1,163,0
M,299.5,309.0,1441,48.5,131,0
L,300.4,312.1,1375,47.9,57,0
L,300.3,309.3,1689,28.6,78,0
L,299.3,308.9,1542,38.4,154,0
M,298.9,309.2,1478,35.1,44,0
L,301.2,311.1,1435,42.3,160,0
H,301.2,310.8,1567,40.5,69,0
L,297.6,309.5,1581,36.4,128,0
L,297.1,307.3,1474,40.7,123,0
L,299.9,310.3,1482,36.2,193,0
L,297.4,308.5,1421,45.4,112,0
L,302.5,311.7,1781,30.6,175,0
M,303.8,312.7,1324,55.8,34,0
H,299.6,309.2,1537,33.7,143,0
L,302.8,310.9,1473,39.3,20,0
M,297.9,307.6,1461,46.2,104,0
L,300.7,309.9,1708,32.1,168,0
L,301.2,311.7,1419,49.1,14,0
L,299.2,310.1,1467,44.1,17,0
L,297.7,309.0,1290,48.0,183,0
L,301.3,311.1,1493,44.5,146,0
M,301.5,310.8,1651,33.3,8,0
L,299.6,311.4,1816,21.4,185,0
M,299.3,308.9,1633,34.4,22,0
L,300.8,309.4,1708,30.1,192,0
L,302.2,311.7,1426,50.8,25,0
M,296.0,305.5,1406,52.7,201,0
M,300.6,312.1,1279,47.7,76,0
M,297.9,309.0,1542,34.6,41,0
L,298.9,308.0,1531,43.1,49,0
L,298.7,308.5,1480,36.5,198,0
L,298.9,308.1,1559,33.0,191,0
L,297.9,307.9,1406,46.6,65,0
L,300.7,309.7,1731,27.5,151,0
M,298.3,308.8,1624,28.6,183,0
M,296.8,308.8,1703,31.1,174,0
M,299.0,310.5,1533,37.8,182,0
L,298.7,308.8,1618,41.5,153,0
M,300.3,309.2,1607,31.2,158,0
L,302.3,310.1,1502,38.1,166,0
L,297.0,308.7,1440,42.1,15,0
H,302.0,310.2,1376,54.3,196,1
M,298.6,307.7,1427,53.6,107,0
L,297.5,308.7,1528,32.8,89,0
M,300.7,311.4,1592,36.0,21,0
L,300.3,309.0,1596,36.8,188,0
L,300.0,311.7,1560,41.5,45,0
L,298.0,308.4,1470,48.2,164,0
L,299.1,309.0,1637,34.3,193,0
M,298.4,309.5,1376,48.9,135,0
M,302.9,311.0,1335,54.4,115,1
L,299.7,309.4,1608,32.8,143,0
L,304.4,312.8,1827,25.1,208,0
M,302.6,311.7,1556,39.8,44,0
L,299.9,309.6,1572,34.2,21,0
M,300.0,310.8,1450,46.9,77,0
L,297.8,308.1,1632,39.3,174,0
L,299.2,310.4,1488,49.5,87,0
L,298.1,308.3,1406,48.2,34,0
L,303.1,312.5,1805,28.2,44,0
M,301.4,310.8,1283,56.7,163,0
L,299.3,310.1,1445,41.6,105,0
L,301.9,311.3,1412,49.8,12,0
M,299.0,310.2,1367,61.4,68,0
L,301.8,311.0,1697,29.0,63,0
L,302.1,310.4,2727,12.1,13,1
L,300.0,309.6,1471,40.6,149,0
L,303.3,312.4,1698,30.5,45,0
H,297.8,309.2,1580,34.3,4,0
L,299.3,310.6,1283,59.7,12,0
H,300.2,309.8,1511,44.3,108,0
L,299.2,310.2,1397,47.5,226,0
L,298.8,308.1,1551,34.2,28,0
H,303.6,313.4,1403,51.6,181,0
M,298.0,308.3,1510,40.9,211,0
L,301.2,310.8,1382,48.6,140,0
M,298.7,307.8,1343,65.2,28,1
L,297.1,307.8,1457,45.3,63,0
L,298.9,310.0,1562,35.6,178,0
L,301.5,310.8,1436,51.1,154,0
M,301.8,309.9,1420,42.7,203,0
M,302.8,312.0,1554,37.9,184,0
M,298.6,308.0,1617,31.4,171,0
L,297.2,308.3,1589,37.6,16,0
L,299.6,309.3,1545,32.3,17,0
L,300.1,312.3,1664,31.9,190,0
L,297.4,309.4,1426,45.8,46,0
L,304.0,312.8,1728,26.9,153,0
M,300.3,311.5,1560,35.5,20,0
L,298.6,308.9,1428,46.8,66,0
M,303.1,312.4,2708,10.1,62,1
H,297.6,309.5,1703,29.6,208,0
L,296.7,307.7,1473,32.4,122,0
H,302.0,310.4,1530,40.7,123,0
L,296.9,308.5,1534,35.9,218,0
L,296.8,307.8,1490,44.3,86,0
L,301.8,309.8,1315,55.6,28,1
M,300.0,309.7,1373,49.9,24,0
L,301.1,310.1,1707,26.8,147,0
L,300.2,309.9,1407,44.5,192,0
L,300.7,310.9,1629,38.9,200,0
L,298.8,308.7,1589,33.7,27,0
L,297.7,307.8,1489,46.8,133,0
L,301.5,311.0,1550,40.0,19,0
L,300.0,311.0,1953,21.2,154,0
L,297.4,308.3,1510,40.3,143,0
M,300.7,309.6,1530,38.6,119,0
M,298.9,308.4,1498,41.7,83,0
L,301.2,311.3,1344,52.3,88,0
H,303.1,312.5,1330,56.1,14,0
L,300.3,311.5,1458,37.9,72,0
L,300.6,310.8,1404,44.9,30,0
L,297.6,307.8,1732,28.0,189,0
L,304.2,313.8,1476,39.1,154,0
L,298.1,307.7,1610,36.7,194,0
M,301.0,310.9,1369,43.1,187,0
L,299.9,311.2,1464,42.4,64,0
L,303.5,313.2,1469,44.7,54,0
L,299.1,310.4,1396,52.6,214,1
M,300.9,310.5,1516,34.0,51,0
L,300.2,309.9,1449,39.8,102,0
M,302.4,310.8,1907,22.7,205,0
L,298.0,307.4,1640,33.8,135,0
L,303.6,312.1,1983,23.7,159,0
M,298.8,310.0,1524,33.1,104,0
M,297.8,308.9,1335,58.8,56,0
L,303.8,312.7,1628,39.1,93,0
M,298.9,308.1,1412,51.6,40,0
L,301.6,310.7,1503,39.9,109,0
L,301.1,311.4,1665,35.0,33,0
M,296.8,307.8,1901,22.7,98,0
L,298.3,309.0,1446,42.8,27,0
L,299.1,310.6,1499,37.4,173,0
M,301.4,310.9,1576,37.7,38,0
L,299.9,308.8,1434,46.4,91,0
M,297.5,308.1,1632,30.0,211,0
L,298.7,309.3,1382,44.7,201,0
L,300.3,309.0,1425,50.0,55,0
M,298.6,309.6,1644,31.4,25,0
L,302.7,312.6,1588,32.7,62,0
H,300.1,309.6,1460,43.9,61,0
L,298.6,308.8,1383,47.5,130,0
L,299.7,309.8,1453,51.6,142,0
M,300.4,310.7,1349,55.3,20,0
M,302.0,310.8,1674,31.9,64,0
L,298.0,308.6,1460,42.1,92,0
M,299.0,310.2,1818,25.2,175,1
M,302.2,310.8,1478,35.3,156,0
L,296.6,307.5,1821,24.1,83,0
L,299.8,311.4,1798,24.0,171,0
M,299.4,311.3,1438,48.7,118,0
L,301.9,310.7,1550,38.1,195,0
M,300.5,312.2,2137,19.1,94,0
L,297.5,307.2,1457,48.8,138,0
M,303.0,311.7,1328,54.3,123,0
M,298.0,308.8,1556,47.0,48,0
M,301.8,311.1,1227,55.5,154,0
M,297.2,308.6,1379,42.7,94,0
M,301.2,311.5,1841,24.1,25,0
L,302.7,310.3,1403,60.4,107,0
L,301.9,311.8,1456,51.0,177,0
L,300.9,311.9,1493,42.3,187,0
L,299.5,309.2,1448,42.3,102,0
M,301.9,310.6,1355,41.3,94,0
L,298.3,309.5,1351,53.6,135,0
L,299.0,309.7,1547,39.0,76,0
M,298.6,309.9,1592,33.6,10,0
H,300.2,309.3,1432,49.3,63,0
M,303.6,313.0,1670,32.1,114,0
L,300.9,309.6,1458,46.9,158,0
M,303.1,313.1,1864,24.5,98,0
L,301.2,311.2,1567,38.6,101,0
L,299.9,311.7,1473,36.6,182,0
M,298.8,309.7,1525,40.0,128,0
M,303.6,311.6,1340,46.3,212,1
L,297.8,308.5,1724,26.9,103,0
L,300.2,309.8,1589,35.1,35,0
L,299.9,310.3,1423,51.7,144,0
L,300.7,311.2,1373,57.1,193,1
L,300.2,308.8,1531,37.2,221,0
M,303.9,312.7,1545,40.4,33,0
L,296.2,308.6,1389,53.9,17,0
M,303.2,311.1,1876,25.5,209,0
L,301.5,311.4,1786,26.4,132,0
M,300.3,308.6,1513,35.6,105,0
L,301.6,311.4,1448,48.4,39,0
L,300.6,308.9,1375,47.8,75,1
L,302.3,309.9,1924,24.4,160,0
L,297.3,308.8,1416,39.4,120,0
L,302.1,309.9,1678,28.8,191,0
L,296.9,307.5,1491,41.0,145,0
M,300.1,308.9,1363,50.6,184,0
M,302.2,310.9,1765,28.6,53,0
L,300.0,312.3,1461,54.4,176,0
L,296.7,307.6,1615,29.4,111,0
L,301.8,310.8,1377,41.6,85,0
L,298.9,309.4,1554,39.5,35,0
H,300.8,310.9,1918,22.3,39,0
M,299.0,309.8,1456,47.2,199,0
M,303.8,313.0,1504,42.2,108,0
M,298.6,308.4,2347,15.7,93,0
L,297.4,308.2,1633,36.4,208,0
M,301.4,310.0,1345,64.5,2,1
H,299.6,308.8,1472,36.4,215,0
L,295.7,305.7,1347,50.8,99,0
L,297.6,309.2,1382,53.3,83,0
M,298.2,308.3,1567,37.6,37,0
L,300.7,310.1,1467,44.0,30,0
L,298.1,308.2,1378,55.5,136,0
L,302.6,312.1,1345,48.1,12,0
M,300.7,309.0,1638,31.3,36,0
L,300.4,309.8,1422,43.6,161,0
L,303.3,313.3,1600,34.8,185,0
L,298.8,309.8,1489,38.0,195,0
M,299.6,311.7,1682,28.9,134,0
M,299.9,311.3,1906,20.9,184,0
M,300.6,309.9,1304,51.6,157,0
L,301.2,312.0,1344,49.3,47,0
M,297.3,309.9,1479,43.1,49,0
M,303.5,312.7,1382,53.3,169,0
L,302.4,311.7,1689,29.3,41,0
